0.000	-0.955	-1.130	-0.337	-0.050	-0.692	-0.596	-0.774	-0.555	-0.687	-0.438	-0.596	-0.774	-0.900	-1.049	-0.805	0.955	-0.844	-0.570	-0.887	-2.079	-0.019	-1.193	-0.548	-1.396	-0.642	-0.038	0.881	0.912	-1.273	0.165	-1.071	-0.534	-1.167	-0.079	-1.518	-0.468	-0.561	-0.517	-1.035	0.987	0.879	-0.019	-1.087	0.732	-0.101	-0.685	-0.870	-1.298	-0.266	-0.418
0.000	-0.918	-0.870	-0.694	-0.626	-0.772	-0.670	-0.472	-0.843	-0.518	-0.039	-0.110	-0.792	0.006	0.105	-0.083	0.680	-0.520	0.055	-0.753	-0.078	-0.155	-0.082	0.009	-0.865	-0.594	0.415	0.209	0.240	-0.500	0.002	-0.779	-0.017	-0.209	0.797	-0.157	-0.204	0.470	0.644	0.457	0.494	-0.138	0.339	-0.982	0.208	-0.571	-1.447	0.746	-1.463	-0.286	-0.253
0.000	-0.023	-0.092	0.015	0.081	0.000	-0.226	0.196	0.235	0.489	-0.444	-0.289	-0.062	0.134	-0.105	0.546	0.101	0.344	0.437	0.183	0.832	0.449	-0.477	-0.181	0.356	0.246	-0.312	-0.275	-0.729	0.205	0.283	0.331	-0.201	0.038	-0.191	0.393	-0.125	-0.418	0.279	0.952	-0.154	0.351	-1.059	0.467	0.565	-0.375	0.329	-0.435	0.345	-0.103	1.180
0.000	-0.650	-0.271	0.088	0.072	-0.259	-0.635	-1.350	-0.011	-1.135	-1.699	-0.796	-0.050	-0.099	-1.596	-0.096	0.106	-0.465	-0.421	0.188	-0.420	-0.347	-1.105	-1.458	-0.004	-0.102	-0.520	0.362	1.040	0.114	-0.092	-0.948	-1.466	-1.715	-0.845	-0.386	-0.124	-1.720	-0.986	0.622	0.275	0.241	-1.748	-0.360	0.152	0.902	-1.337	-1.158	-0.572	-0.528	-0.017
0.000	-1.135	-1.188	-1.410	-1.374	-1.087	-1.035	-0.889	-1.429	-0.629	-0.176	-0.386	-1.067	-0.658	-0.810	-1.107	0.883	-0.439	-1.181	-0.754	-1.057	-0.633	-0.667	-0.458	-1.233	-1.235	-0.764	0.714	0.355	-1.163	-0.414	-1.272	-0.531	-0.337	-0.066	-1.018	-1.562	-0.437	-1.193	-0.637	1.233	0.766	-0.362	-0.851	0.280	0.573	-1.215	-0.314	-1.636	-1.295	-0.996
0.000	-0.092	-0.166	-0.335	-0.337	-0.396	-0.164	-0.433	-0.195	-0.394	-1.307	-0.726	-0.534	0.079	-1.078	0.379	0.472	0.175	0.179	-1.059	0.212	-0.201	-1.399	-1.613	-0.147	-0.339	-0.018	0.028	1.193	-0.735	-0.475	-0.656	-1.407	-1.569	-0.719	-0.690	-0.627	-1.305	0.001	0.410	1.121	0.981	-1.847	-1.203	1.395	0.412	-0.667	-0.746	-1.529	-0.016	-0.209
0.000	-1.070	-0.714	-1.153	-1.333	-1.012	-0.751	-0.525	-1.086	-1.044	-0.532	-1.181	-0.735	-1.613	-1.092	-1.016	0.612	-0.500	-1.291	-0.079	-0.931	-1.451	-0.791	-0.736	-0.999	-0.956	-0.429	1.330	0.979	-1.288	-0.807	-0.519	-0.543	-0.507	-0.730	-1.628	-0.818	-0.752	-0.671	-0.524	-0.104	0.726	-0.798	-0.138	0.661	0.453	0.440	-0.765	0.617	-0.768	-0.586
0.000	0.460	0.577	0.503	0.407	0.445	0.537	0.403	0.395	0.146	0.544	0.070	0.340	0.303	0.535	0.055	-1.072	0.022	0.251	1.354	0.374	-0.065	0.945	0.556	0.226	0.167	0.156	-0.666	-1.133	0.272	0.048	1.455	0.431	0.761	-0.356	0.809	0.289	1.020	0.540	1.184	-0.446	-1.378	0.649	1.657	-0.331	-0.914	0.271	1.060	1.405	0.678	0.438
0.000	-0.159	-0.363	-0.307	-0.202	-0.378	-0.196	-0.187	-0.118	0.234	-0.053	-0.074	-0.110	-0.008	0.229	-0.087	0.233	-0.396	-0.584	0.156	0.209	-0.129	0.064	0.490	0.116	-0.438	0.221	0.279	-0.207	-0.056	-0.063	-0.554	-0.045	0.102	0.112	0.214	-0.116	0.042	-0.241	0.571	0.668	-0.071	0.385	0.024	-0.001	-0.732	0.111	0.136	0.149	-0.873	0.363
0.000	-0.635	-0.779	0.108	0.386	-0.263	-0.210	-0.066	0.109	0.046	0.436	0.241	-0.513	0.100	0.685	0.059	-0.087	-0.640	0.027	0.168	0.266	-0.109	0.608	0.807	-0.334	-0.211	0.153	0.016	-0.743	0.328	0.520	-0.592	0.261	-0.013	0.853	0.677	-0.060	0.766	-0.405	0.673	0.527	-0.824	0.956	0.448	-0.669	0.057	-0.226	1.146	0.220	-0.269	-0.118
0.000	-0.123	-0.165	-0.364	-0.390	-0.160	-0.008	-0.098	-0.120	-0.068	-0.090	0.063	-0.084	-0.127	-0.224	-0.149	-0.192	-0.305	-0.436	0.390	0.279	-0.602	0.262	-0.397	0.143	-0.152	-0.876	-0.402	-0.127	0.132	-0.048	0.385	-0.334	0.299	-0.726	0.311	0.232	-0.341	-0.576	-0.394	-0.598	-0.064	-0.112	0.570	-0.883	0.632	-0.175	-0.072	0.555	-0.603	-0.347
0.000	-0.786	-1.268	-1.034	-0.757	-1.043	-0.585	-0.487	-0.816	-0.046	0.323	0.129	-1.206	-0.385	0.823	-0.935	1.379	-1.049	-0.593	-1.901	-0.369	-0.679	0.173	0.417	-0.500	-0.858	-0.067	0.893	0.575	-0.418	-1.198	-0.951	0.318	0.156	0.331	-0.305	-1.369	0.642	-0.058	-0.847	1.398	0.526	0.721	-0.791	0.204	0.192	-0.087	0.655	-1.079	-0.263	-1.687
0.000	0.105	0.233	0.913	1.044	0.369	-0.370	-0.624	0.748	0.055	-1.043	-0.061	0.598	0.533	-0.803	0.564	0.112	0.502	0.621	-0.087	0.398	0.126	-0.684	-1.164	0.509	1.025	-0.275	-0.595	0.605	0.922	0.006	1.163	-1.027	-0.992	0.103	-0.354	0.324	-0.829	0.921	0.260	0.167	0.206	-0.980	0.266	0.665	-0.275	0.463	-0.938	0.248	0.782	0.861
0.000	-0.169	-0.116	0.590	0.763	0.351	-0.384	-0.321	0.846	0.495	-0.534	0.735	0.596	1.230	0.252	1.303	-0.003	0.339	1.084	-0.041	1.299	0.350	0.464	-0.413	1.018	1.302	0.527	-0.351	0.690	1.255	-0.359	0.753	-0.519	-0.704	0.403	0.001	0.240	-0.226	0.715	0.718	0.064	-0.120	-0.472	-0.048	2.579	-0.528	-0.791	-0.115	0.404	1.702	1.292
0.000	0.762	0.608	0.506	0.497	0.547	0.657	0.748	0.593	0.749	0.703	0.605	0.417	0.778	1.008	0.599	-0.518	0.554	0.311	0.541	0.973	0.110	0.884	1.193	0.536	0.076	0.311	-0.521	-0.626	0.501	0.606	1.267	0.837	0.742	0.954	1.125	0.307	1.065	0.438	0.344	0.289	0.378	0.964	0.640	-0.250	-0.548	0.820	0.703	0.050	0.623	0.896
0.000	-0.293	-0.252	-0.078	-0.063	-0.190	0.271	0.083	0.316	-0.375	-0.606	-0.588	-0.050	-0.745	-0.449	0.482	0.167	-0.224	0.248	-0.231	-0.287	0.324	-0.826	-0.321	0.359	0.566	-0.113	0.042	1.090	-0.155	-0.549	0.022	-0.550	-0.397	-0.425	-0.589	0.110	-1.136	0.191	-0.337	0.004	-0.606	-0.386	-0.504	0.714	-0.641	-0.198	-0.479	0.491	-1.069	-0.006
0.000	0.505	0.261	0.140	0.154	0.218	0.753	0.936	0.074	0.578	1.595	0.714	0.077	0.239	0.875	0.042	-0.717	0.212	-0.144	0.972	-0.057	-0.086	1.263	1.290	-0.125	-0.439	0.682	-0.196	-0.751	-0.236	0.632	0.793	1.367	1.597	0.065	0.578	-0.155	1.485	0.253	0.086	-0.347	-0.452	1.710	0.553	-0.996	-1.025	0.177	0.383	0.287	0.275	1.006
0.000	0.751	0.570	1.073	1.224	0.872	0.539	1.144	1.142	1.502	1.563	1.205	1.230	0.203	1.164	0.579	-1.027	0.755	0.137	1.307	0.716	0.280	1.325	0.762	1.084	1.400	0.384	-0.765	-1.093	1.191	0.102	1.764	1.010	1.168	-0.234	0.799	0.381	0.652	1.416	-0.193	-0.570	-1.176	0.906	1.487	0.534	-0.951	1.669	0.729	1.082	1.677	0.908
0.000	-0.149	-0.008	0.691	0.828	0.157	-0.401	-0.641	0.667	-0.077	-0.745	-0.044	0.409	0.123	-0.339	0.208	0.277	0.192	0.167	-0.110	-0.050	0.146	-0.388	-0.194	0.794	0.608	0.200	0.376	0.379	0.788	-0.130	-0.656	-0.371	-0.494	0.632	-0.625	-0.330	-0.171	0.590	-0.087	0.158	-0.063	-0.372	-0.802	0.356	-0.443	-0.195	-0.497	-0.828	0.338	0.556
0.000	0.030	-0.044	-0.111	-0.091	-0.138	-0.127	-0.620	-0.007	-0.226	-0.553	0.026	-0.090	0.174	-0.194	-0.025	0.407	-0.043	0.121	-0.464	-0.092	0.507	-0.536	-0.273	0.881	-0.178	-0.577	-0.026	-0.451	-0.154	0.781	-0.837	0.029	0.304	-0.114	0.628	0.146	-0.317	-0.262	0.147	0.214	0.167	-0.321	0.041	-1.602	1.255	0.025	0.596	-0.517	0.190	-0.470
0.000	0.152	0.240	0.647	0.742	0.476	-0.564	-0.344	0.629	0.517	-0.753	0.052	0.996	-0.272	-0.761	0.023	0.134	0.499	-0.215	-0.105	0.354	0.422	-0.866	-1.017	0.424	1.210	-0.067	1.351	0.408	1.313	-1.354	-0.411	-0.800	0.230	-0.344	-0.421	-0.624	-0.420	-0.380	0.406	0.325	0.847	-0.712	-0.219	1.041	1.152	-0.589	-0.383	-0.772	1.186	-0.626
0.000	0.243	0.529	0.234	0.047	0.382	0.121	0.138	-0.064	-0.178	0.118	-0.164	0.376	0.007	-0.012	-0.273	-0.380	0.202	-0.087	0.419	-0.403	-0.167	0.348	0.534	-0.421	-0.023	0.352	0.684	0.073	0.306	-0.337	-0.303	0.313	0.115	0.568	-0.039	-0.066	0.711	-0.090	-0.295	0.387	-0.461	0.490	-0.257	-0.075	0.332	-0.788	0.578	-0.124	0.011	-0.075
0.000	-0.739	-1.340	-1.298	-1.035	-1.051	-0.353	-0.197	-0.810	0.092	-0.112	-0.141	-1.237	-0.247	-0.099	-0.272	1.049	-0.720	-0.317	-1.011	-0.160	-0.686	-0.154	0.012	-0.777	-0.903	-0.284	1.336	0.341	-0.736	-0.327	-0.680	0.224	0.421	-0.503	-0.123	-1.490	0.143	-0.667	-0.077	0.885	0.857	-0.017	-1.105	1.130	0.579	-0.693	0.428	-1.546	-0.492	-0.789
0.000	-0.468	-0.453	-0.511	-0.499	-0.260	-0.457	-0.393	-0.368	-0.174	-0.528	-0.206	-0.268	-0.085	-0.699	-0.013	0.244	-0.078	0.331	-0.019	0.107	-0.212	-0.219	-0.593	-0.406	0.020	-0.759	0.042	0.057	0.105	-0.286	0.134	-0.856	-0.026	-0.112	-0.755	0.214	-0.446	-1.067	-0.118	-0.804	-0.569	-0.432	0.487	-0.440	0.104	-0.380	-0.084	0.307	-1.094	-0.764
0.000	-0.510	-0.669	-0.893	-0.850	-0.852	-0.515	-0.312	-0.721	-0.206	-0.524	-0.934	-0.962	-0.955	-0.402	-0.677	0.725	-0.756	-0.472	-1.191	-0.411	-0.555	-0.849	-0.681	-0.289	-1.161	-1.485	-0.277	-0.015	-0.859	-0.664	-0.661	-1.016	-0.679	-0.620	-0.704	-1.203	-0.783	-1.415	-1.297	0.560	1.133	-1.069	-0.390	-0.234	0.867	0.716	-0.428	-0.463	-1.467	-0.456
0.000	-0.967	-0.797	-0.497	-0.395	-0.655	-1.411	-1.564	-0.242	-0.392	-1.819	-0.283	0.225	-0.203	-1.969	0.347	0.755	0.128	-0.150	-0.447	0.838	-0.365	-1.504	-2.806	0.324	0.717	-0.742	-0.011	1.269	0.434	-0.667	-0.474	-1.994	-0.639	0.205	-1.176	0.168	-1.241	0.540	1.078	-0.202	0.504	-1.959	-0.427	0.466	0.971	-1.134	-0.418	0.471	0.383	-0.030
0.000	-0.546	-0.882	-0.553	-0.325	-0.654	-0.459	-0.255	-0.823	0.001	0.423	0.378	-0.666	0.294	0.181	-0.111	0.867	-0.611	-0.051	-1.208	-0.508	0.195	-0.044	0.007	-1.031	-0.547	0.327	0.607	0.633	-0.208	0.017	-0.554	0.423	0.489	0.554	0.600	-0.333	0.485	0.053	-0.205	1.242	0.192	1.025	-1.180	0.196	-0.162	-1.314	0.307	-1.286	0.089	-0.156
0.000	1.380	1.464	1.607	1.545	1.427	0.876	0.880	1.459	1.030	-0.028	0.737	1.625	1.410	-0.292	2.212	-0.983	2.041	2.069	0.866	0.857	1.665	-0.251	-0.523	1.362	1.894	1.116	-1.447	0.183	1.042	0.877	1.456	-0.661	-0.480	0.838	-0.211	1.228	-0.423	1.039	0.802	-0.490	-1.145	-0.322	0.337	0.553	-1.285	-0.492	-0.067	-0.302	0.843	1.381
0.000	-0.795	-0.821	-0.790	-0.748	-0.788	-0.380	-0.192	-0.961	-0.635	0.120	-0.459	-1.088	-0.482	-0.344	-0.668	0.346	-0.497	-0.571	-0.331	-0.404	-1.243	0.037	-0.071	-1.716	-1.143	0.264	0.596	0.429	-1.042	0.108	-0.546	0.119	-0.389	-0.038	-0.560	-0.365	0.079	-0.314	0.016	0.540	-0.162	0.171	-0.471	0.293	0.434	-0.601	0.252	-0.710	-0.890	-0.190
0.000	1.754	0.948	1.260	1.523	1.306	1.629	1.844	1.385	2.219	2.261	2.070	1.084	1.800	2.350	1.533	-1.201	1.269	1.156	1.469	2.435	1.427	1.941	2.694	0.843	1.112	1.897	-0.867	-1.847	1.876	1.919	1.369	2.363	2.211	2.109	2.443	1.319	1.628	0.988	2.600	-0.763	-1.343	2.444	1.666	-1.762	-2.042	2.112	1.873	2.110	0.549	2.072
0.000	-0.665	-0.914	-0.152	0.119	-0.380	0.138	0.510	0.216	0.186	0.947	0.514	-0.428	-0.602	0.957	0.081	0.055	-0.290	-0.600	0.312	0.741	-0.602	0.659	1.214	-0.381	0.227	0.851	0.672	0.073	0.383	-0.164	-0.015	1.209	0.584	0.411	0.556	-0.385	0.393	-0.236	0.829	-0.292	-0.484	0.829	0.184	0.136	-0.601	-0.056	-0.173	0.449	-0.316	1.145
0.000	0.829	0.587	1.441	1.670	1.123	0.926	0.812	1.603	1.022	0.571	1.310	0.944	1.324	0.771	1.625	-1.198	0.641	1.285	1.498	1.640	0.617	1.101	0.536	0.952	1.195	0.365	-0.676	-1.699	1.631	1.276	1.372	0.442	0.482	0.978	1.525	0.970	0.952	0.435	1.741	-1.470	-0.507	0.267	1.508	-0.930	-0.987	0.603	0.780	1.259	0.698	0.695
0.000	0.958	0.520	0.357	0.417	0.543	0.930	1.074	0.326	0.911	1.168	1.008	0.100	1.135	1.206	0.757	-0.093	0.843	0.867	-0.146	0.637	0.439	0.935	1.350	0.116	0.059	1.110	-1.360	-0.078	0.202	1.524	0.711	1.157	0.448	1.718	0.691	1.031	0.839	1.701	-0.521	0.413	0.079	1.227	-0.482	0.132	-1.342	0.312	0.664	-0.389	1.028	1.732
0.000	-0.255	-0.228	0.182	0.282	0.118	-0.218	-0.285	0.130	-0.173	0.071	0.566	0.120	-0.202	0.190	-0.380	0.160	-0.331	-0.259	-0.576	0.207	-0.340	0.176	-0.467	-0.255	0.577	-0.300	0.309	0.349	0.842	-1.003	0.055	-0.513	0.102	0.326	-0.088	0.220	0.091	-1.099	-0.321	0.192	0.077	0.433	0.136	0.186	0.684	-0.737	0.624	-0.301	0.068	-2.043
0.000	-1.231	-1.330	-1.366	-1.284	-1.246	-0.753	-1.199	-1.047	-1.184	-1.706	-1.214	-1.611	-0.283	-1.749	-0.149	0.916	-0.829	0.139	-1.223	-0.800	-0.644	-1.464	-2.078	-0.764	-1.050	-1.142	0.232	1.473	-1.611	-0.483	-0.725	-1.584	-1.452	-1.241	-1.201	-0.594	-1.396	-0.387	-0.326	1.174	0.657	-1.611	-1.370	1.842	0.931	-2.182	-1.092	-1.323	-0.693	-0.812
0.000	0.744	0.520	0.452	0.484	0.128	0.515	0.485	0.439	0.625	0.244	0.422	0.367	0.844	0.146	1.255	-0.141	1.680	0.600	-0.114	1.118	0.398	-0.448	-0.070	0.787	0.602	1.095	-0.886	0.150	-0.096	0.748	1.095	0.675	0.702	0.406	1.071	-0.403	0.444	1.297	1.611	0.539	0.105	-0.059	0.472	-0.386	-0.172	0.464	0.588	-0.788	1.072	0.080
0.000	0.773	0.321	0.219	0.310	0.340	0.769	0.680	0.224	0.758	0.788	0.849	-0.074	1.497	0.765	0.839	-0.364	0.339	0.934	-0.042	0.568	0.143	1.156	0.837	0.169	-0.225	-0.013	-1.041	-0.129	0.508	0.931	0.821	0.775	0.490	1.413	0.947	0.395	1.069	0.589	-0.864	0.221	-0.039	1.214	-0.157	-0.073	-0.738	0.388	0.588	0.361	-0.103	0.914
0.000	-0.247	0.140	0.054	-0.093	-0.013	-0.276	-0.704	-0.145	-0.575	-0.409	-0.091	0.317	0.447	-0.346	0.334	-0.293	-0.246	0.619	0.081	-0.248	0.234	0.230	-0.417	0.357	0.030	-0.063	-0.322	0.460	-0.062	-0.022	0.205	-0.140	0.100	-0.416	0.212	0.126	-0.152	-0.125	0.139	-0.519	-0.397	-0.051	0.485	0.007	0.620	-0.758	0.938	0.490	0.558	-1.095
0.000	-0.008	0.050	-0.146	-0.187	-0.031	-0.434	-0.310	-0.201	0.310	-0.219	-0.284	0.325	0.160	-0.314	0.055	0.048	0.248	0.143	0.047	-0.377	0.531	-0.267	-0.131	0.254	0.036	0.016	0.292	-0.326	-0.545	0.460	-0.470	0.109	-0.211	-0.865	-0.038	-0.196	-0.398	0.074	0.242	-0.070	0.128	-0.252	0.423	-0.108	0.982	-0.166	0.062	0.467	0.353	-0.401
0.000	0.733	0.613	0.195	0.116	0.449	0.420	0.444	0.471	0.545	0.121	0.691	0.641	0.098	0.264	0.491	-0.032	1.138	-0.134	0.025	1.644	0.317	-0.388	-0.495	0.903	1.029	1.360	-0.836	0.514	0.883	0.057	-0.826	-0.549	-0.520	0.604	-0.085	0.333	-1.066	1.005	1.768	0.185	0.049	-0.996	-0.686	-0.199	-0.509	-0.201	0.324	-0.598	-0.125	0.449
0.000	0.475	0.001	0.491	0.763	0.405	0.305	0.583	0.780	1.016	0.243	0.392	0.078	0.246	1.015	0.415	0.604	0.641	0.873	-0.419	0.905	0.908	-0.150	0.798	0.712	1.149	1.411	-0.743	-0.018	0.803	0.548	0.336	0.581	0.103	0.769	0.411	0.428	0.221	1.627	1.137	0.030	-0.695	0.253	-0.265	-0.133	-1.052	-0.136	0.640	-1.377	1.339	1.087
0.000	-0.302	-0.543	-0.328	-0.171	-0.302	-0.173	-0.569	0.144	-0.134	-0.846	-0.106	-0.353	0.090	-0.479	0.177	0.774	-0.110	0.189	-0.730	-0.426	0.146	-0.706	-0.744	0.641	0.241	-0.034	0.158	1.268	-0.619	-0.209	0.004	-0.775	-0.991	-0.694	-1.111	0.066	-1.305	-0.132	-0.241	0.380	0.178	-0.812	-0.583	1.334	-0.355	-0.779	-1.068	-0.916	-0.047	-0.162
0.000	-0.895	-0.832	-0.969	-0.984	-0.921	-0.620	-0.451	-1.056	-0.898	-0.452	-0.894	-1.034	-1.486	-0.619	-1.281	0.743	-1.383	-1.377	-0.940	-0.818	-1.150	-0.766	-0.898	-1.097	-1.247	-1.114	0.289	1.129	-0.430	-1.185	-0.885	-1.303	-0.680	-1.182	-0.477	-0.547	-1.541	-1.497	-1.530	1.308	0.919	-0.649	-1.007	1.024	1.022	-0.545	-0.820	-0.614	-2.112	-0.547
0.000	-0.507	-0.684	-0.546	-0.404	-0.654	-0.682	-0.738	-0.537	-0.216	-0.735	-0.615	-0.124	-1.026	-1.264	-0.898	0.703	-0.725	-1.281	-0.393	-1.205	-0.410	-1.141	-1.296	-0.565	-0.262	-0.485	0.425	0.857	-0.423	-0.772	-1.201	-1.171	-0.706	-1.181	-0.968	-0.476	-1.518	-1.362	-0.599	0.208	0.333	-1.096	-0.694	0.560	0.568	-1.166	-1.089	-1.022	-1.189	-0.590
0.000	-1.414	-0.529	-0.293	-0.469	-0.531	-1.489	-1.292	-0.638	-1.460	-1.322	-1.185	-0.426	-1.249	-1.349	-0.864	0.481	-0.277	-0.398	-0.349	-0.666	-0.700	-1.282	-1.938	-0.355	0.150	-0.946	0.240	0.964	-0.267	-1.274	0.022	-1.784	-1.514	-1.082	-1.533	-0.364	-1.592	0.398	-0.174	0.661	-0.083	-1.724	0.168	1.475	0.802	-0.440	-0.966	0.437	0.371	-0.366
0.000	0.995	1.240	1.607	1.573	1.336	0.321	0.448	1.241	0.841	0.333	0.659	1.733	0.595	0.525	0.739	-0.468	1.044	0.963	0.319	-0.172	1.609	0.146	0.362	1.352	1.999	1.193	0.219	0.089	1.414	0.185	0.103	0.538	-0.012	0.231	0.525	0.679	0.220	1.450	0.003	-0.037	-0.753	0.744	-0.416	0.101	0.025	-0.413	-0.223	-0.451	1.905	0.178
0.000	0.694	1.255	1.748	1.612	0.883	0.542	0.334	1.144	-0.325	-0.181	-0.444	1.257	-0.617	-0.403	0.194	-0.894	0.420	0.376	1.200	-0.433	0.288	-0.298	-0.173	0.501	1.098	0.392	-0.791	-0.595	0.850	0.468	0.515	0.011	-0.394	0.413	-0.313	0.523	-0.029	0.836	0.348	-1.337	-0.469	-0.868	0.759	-0.304	-0.332	1.591	-0.526	1.062	1.256	1.381
